study_id,title,description,minAge,maxAge,minGPA,cooldownDays,active,created_at,updated_at
5b2db092-53cd-4eb5-855e-eafa8d2d422e,Quantify decision speed under time pressure (Human-Computer Interaction),This nutrition & performance study uses a reaction-time task with STEM majors. It aims to study effects of nutrition on reaction time. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.0,7,False,2026-05-19T23:08:19,2026-11-03T13:24:33
5fd901c0-fa54-47c8-b753-bdae41702b79,Quantify decision speed under time pressure (Exercise Science),This usability testing study uses a mobile app diary with general adults. It aims to test usability of a new mobile interface. Approx. 20 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,60,2.0,14,True,2026-03-06T08:50:26,2026-06-02T02:32:42
09f8bd03-4012-4424-88a0-7821eeb69b8d,Learning & Education via Eye-Tracking Study,This sleep & memory study uses a VR interaction task with graduate students. It aims to test usability of a new mobile interface. Approx. 90 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.0,30,True,2026-07-10T14:34:02,2026-08-18T20:28:28
e3eddc66-a7f6-4519-acc7-6146e41660d1,Social Behavior – Evaluate UI learnability,This human-computer interaction study uses a A/B usability test with competitive athletes. It aims to assess the impact of sleep duration on recall. Approx. 45 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.0,7,True,2026-09-20T07:05:04,2026-11-08T20:28:37
a1db5866-07e9-4dc1-85a2-b183afbbe352,Affect & Emotion – Study effects of nutrition on reaction time,This human factors study uses a EEG session with bilingual speakers. It aims to evaluate UI learnability. Approx. 90 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.5,14,True,2025-12-09T16:24:40,2026-04-20T20:57:01
942e8570-880a-473f-888a-ca6c8ccd1676,Evaluate UI learnability (Decision Making),This affect & emotion study uses a reaction-time task with general adults. It aims to quantify decision speed under time pressure. Approx. 30 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,60,3.2,21,True,2026-10-15T22:05:27,2027-01-19T06:40:30
c87cbc5d-2498-4ef0-b9ba-ee26ecdcadfd,Usability Testing via Lab-Based Task,This cognitive psychology study uses a mobile app diary with graduate students. It aims to model social conformity behavior. Approx. 90 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,21,True,2026-01-06T19:16:59,2026-07-06T12:21:46
1312c360-a4dd-43dd-b854-b6fc952d954f,Affect & Emotion: Measure short-term memory accuracy,This cognitive psychology study uses a VR interaction task with bilingual speakers. It aims to test usability of a new mobile interface. Approx. 75 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,45,3.0,7,True,2025-10-28T02:06:51,2025-12-28T17:23:58
936da777-90c3-426c-ba14-e516263bf79f,Affect & Emotion – Quantify decision speed under time pressure,This cognitive psychology study uses a reaction-time task with first-year students. It aims to evaluate UI learnability. Approx. 35 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.5,7,True,2026-02-13T11:47:03,2026-08-02T14:54:04
7bd253d8-3f7b-4eed-9c5a-cf5b240d98ef,Mental Health: Test usability of a new mobile interface,This usability testing study uses a behavioral game with undergraduates. It aims to compare different feedback strategies on learning. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.3,0,True,2027-02-13T09:18:49,2027-07-23T13:05:16
3e3e331b-f314-4eff-a134-f266d964eb66,Measure short-term memory accuracy (Neuroscience),This neuroscience study uses a EEG session with STEM majors. It aims to analyze eye movements during reading. Approx. 75 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,21,True,2026-02-24T13:55:42,2026-03-07T21:11:26
5dda33ab-51ce-4cb3-b993-2c4f124c148b,Human-Computer Interaction – Study effects of nutrition on reaction time,This motivation & goals study uses a VR interaction task with undergraduates. It aims to assess the impact of sleep duration on recall. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,45,3.0,14,True,2026-07-03T20:22:28,2026-10-23T10:56:19
fc632395-25f6-4105-a95e-dac04bef80c0,Affect & Emotion via A/B Usability Test,This motivation & goals study uses a behavioral game with competitive athletes. It aims to study effects of nutrition on reaction time. Approx. 90 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.0,30,False,2026-02-08T03:57:09,2026-06-27T14:38:53
9e8c293b-72e8-4ad2-a716-7c1bc605f2f2,Quantify decision speed under time pressure (Neuroscience),This decision making study uses a VR interaction task with early risers. It aims to compare different feedback strategies on learning. Approx. 30 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,60,2.3,14,True,2026-08-24T19:52:43,2026-11-03T19:09:39
c798e021-7d04-4358-b7a4-99e79a2f6795,Compare different feedback strategies on learning (Human-Computer Interaction),This social behavior study uses a online survey with general adults. It aims to analyze eye movements during reading. Approx. 20 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,14,True,2026-12-05T14:12:23,2026-12-14T12:14:13
633b8f0e-61f2-4755-a835-b776195468ed,Model social conformity behavior (Exercise Science),This affect & emotion study uses a lab-based task with first-year students. It aims to test usability of a new mobile interface. Approx. 35 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,60,2.5,7,False,2025-10-11T03:03:34,2025-11-27T21:13:44
ee156a02-9e9f-4082-9db1-4ffa5bc52abf,Quantify decision speed under time pressure (Usability Testing),This language processing study uses a behavioral game with bilingual speakers. It aims to study effects of nutrition on reaction time. Approx. 75 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,55,2.0,0,True,2026-09-01T17:28:26,2026-09-24T05:06:35
f4ff1f90-f883-4d38-a986-dd7fe2fd625c,Test usability of a new mobile interface (Mental Health),This decision making study uses a EEG session with STEM majors. It aims to model social conformity behavior. Approx. 60 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,45,3.5,7,True,2026-10-09T17:14:11,2026-10-16T06:22:34
9c8e39fe-1ec9-47f2-aaa6-a6c1b31bfc18,Mental Health via Behavioral Game,This sleep & memory study uses a lab-based task with habitual nappers. It aims to analyze eye movements during reading. Approx. 60 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,65,3.0,0,True,2026-05-25T05:49:26,2026-11-05T08:31:26
6707dfd7-8b7c-4f1f-a5d5-36cf32df04ae,Test usability of a new mobile interface (Affect & Emotion),This exercise science study uses a reaction-time task with STEM majors. It aims to evaluate UI learnability. Approx. 90 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,0,False,2026-10-28T10:07:25,2026-12-06T21:11:47
5dd03d00-3178-42d7-88de-d6b007cd2e56,Social Behavior via Eeg Session,This mental health study uses a reaction-time task with habitual nappers. It aims to study effects of nutrition on reaction time. Approx. 30 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,30,True,2026-10-16T08:38:32,2027-03-29T14:46:55
146cd79c-b241-422f-a8a3-41f7c12e5a0d,Understand bilingual lexical access (Exercise Science),This human-computer interaction study uses a online survey with graduate students. It aims to understand bilingual lexical access. Approx. 35 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,0,True,2027-01-21T03:11:04,2027-06-09T13:43:51
6bee6f2d-9ca8-43fa-9910-ee5a52c68a9e,Decision Making – Assess the impact of sleep duration on recall,This decision making study uses a behavioral game with graduate students. It aims to measure short-term memory accuracy. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,65,2.5,7,True,2026-01-10T14:10:42,2026-04-01T01:48:15
970effe7-368b-434d-9a22-efd7c6d8a684,Evaluate UI learnability (Mental Health),This nutrition & performance study uses a mobile app diary with bilingual speakers. It aims to quantify decision speed under time pressure. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,55,2.0,0,True,2026-07-16T09:04:18,2026-12-21T00:17:43
3f597691-f7e7-4449-8eab-6bc5ec9203e4,Model social conformity behavior (Attention & Perception),This learning & education study uses a EEG session with early risers. It aims to analyze eye movements during reading. Approx. 45 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.0,21,True,2026-03-26T23:30:25,2026-05-21T20:44:45
e9b71b2a-2b6e-473f-95ae-ba1ea13c40ad,Measure short-term memory accuracy (Mental Health),This motivation & goals study uses a interview session with STEM majors. It aims to analyze eye movements during reading. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.3,14,False,2026-07-31T05:12:02,2026-11-01T06:50:52
e522a9fe-67ca-49c4-a71b-08a4501dda20,Usability Testing via Online Survey,This mental health study uses a reaction-time task with habitual nappers. It aims to compare different feedback strategies on learning. Approx. 60 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,60,3.0,30,True,2025-12-22T06:47:52,2026-01-23T10:19:04
45b7f19e-4561-4e1d-8fc5-3fd2933b571f,Model social conformity behavior (Usability Testing),This exercise science study uses a eye-tracking study with first-year students. It aims to compare different feedback strategies on learning. Approx. 60 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,14,False,2026-10-29T09:03:48,2027-02-22T14:29:09
e35d1eca-d60a-4b0a-a548-ccd2935cab20,Understand bilingual lexical access (Exercise Science),This social behavior study uses a A/B usability test with first-year students. It aims to study effects of nutrition on reaction time. Approx. 60 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.7,14,True,2025-10-03T22:08:07,2026-01-06T10:11:43
b9dd2578-cecb-42f0-a65b-a5b4ebc23d8e,Understand bilingual lexical access (Nutrition & Performance),This cognitive psychology study uses a interview session with early risers. It aims to understand bilingual lexical access. Approx. 60 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.5,7,True,2027-01-15T08:42:45,2027-04-22T14:05:34
6e0b8a1a-3f3f-44d1-a980-dbf7b33065d0,Attention & Perception: Understand bilingual lexical access,This learning & education study uses a online survey with early risers. It aims to compare different feedback strategies on learning. Approx. 30 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,21,55,2.3,30,False,2025-11-08T09:00:26,2026-05-07T14:02:04
a0728702-dbc6-4b23-99cc-c9baad833031,Learning & Education – Model social conformity behavior,This usability testing study uses a mobile app diary with general adults. It aims to test usability of a new mobile interface. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.5,7,False,2026-04-25T17:03:22,2026-09-15T03:55:26
5bc99b5a-de06-47dc-954c-552c7c0fec60,Attention & Perception via Vr Interaction Task,This motivation & goals study uses a mobile app diary with early risers. It aims to test usability of a new mobile interface. Approx. 90 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.0,30,True,2026-07-24T10:37:04,2026-10-20T15:57:02
